100000 100000
S 25970 18147
H 27160 870
S 26700 19000
H 14467 18312
H 5003 30134
S 32738 30483
S 18772 20298
S 31635 31450
H 9690 4930
H 8823 11769
A 8303 19098
S 31417 4609
H 14376 17048
S 8516 31752
S 18535 28848
H 10162 12914
S 31715 16096
H 26260 391
S 21777 15360
A 23391 24891
S 30967 2248
H 28775 28845
A 25966 26056
H 29358 23621
H 4328 19759
H 19572 18817
H 8227 25631
H 11461 12236
S 8243 28945
S 25468 10227
A 129 20216
A 13937 17435
H 23015 28341
H 8144 58
S 24982 18077
A 3789 24459
S 14718 28693
H 15141 25968
S 18238 25499
S 12597 22717
H 9984 21134
S 16278 13931
S 25313 14997
S 12397 29974
S 10587 32712
H 2041 19677
S 4896 15520
A 12045 12155
H 17147 18407
S 19303 2734
H 2688 20503
H 24879 25421
A 10481 21681
S 5 24984
S 29677 21291
S 859 6055
S 8898 12162
S 8472 12548
S 8049 1447
S 29362 26326
H 22604 23726
A 5668 9288
A 13109 26120
S 21082 15897
H 9441 15671
S 10803 2641
S 7351 19900
S 27177 29081
H 20573 7663
S 13876 27558
A 15949 22713
S 10900 24747
A 2415 24843
H 31092 19421
S 5337 25665
A 473 9796
S 12280 31480
S 32050 8553
S 20941 12531
H 28266 4540
S 1941 29352
H 14415 14035
H 9570 29718
A 25543 31388
H 10387 22241
H 23580 29785
S 13588 25633
H 3473 2992
A 20214 20731
S 25703 24516
A 3213 31328
H 15715 24791
H 8588 792
S 14019 28297
S 1473 29918
S 3729 5228
A 28031 32088
H 23831 1571
S 25064 26351
S 19630 22380
S 16289 10459
A 10089 18095
S 4922 24701
S 26695 28892
S 25584 26621
H 16619 31688
H 28558 31734
S 1556 16453
H 31863 705
A 1093 20388
H 18983 23683
S 11106 26735
H 4777 17470
H 6949 7279
S 12271 26962
S 13247 7777
S 19990 26160
A 13572 30695
H 12277 25640
S 31719 22679
S 32139 26020
A 21816 24890
S 27689 10023
S 28142 23173
S 24170 7397
H 22597 22809
S 28246 5596
S 23215 22604
S 15942 20135
S 16468 15399
S 32095 3468
S 19572 11963
H 21185 3698
H 14618 22400
H 28349 24767
A 16102 27528
A 12880 25514
S 15057 14243
S 12344 10764
S 26678 8655
S 9042 14777
H 5260 20871
H 1508 550
H 32652 18123
S 20782 21950
H 5568 13817
H 14431 25894
S 11439 4818
S 690 32372
H 12053 24378
S 12104 21274
A 3317 8854
A 11883 16803
S 5737 29913
S 13314 30670
S 31085 21658
A 13999 21854
S 14885 8653
S 22698 26074
H 31307 7921
S 26272 17350
H 4036 22741
A 12524 16213
A 5011 22846
S 14646 8267
S 2464 8980
A 15758 29526
S 22281 14056
H 14383 16513
A 16383 21735
S 6159 2778
A 26456 28060
S 7422 5754
S 6493 17673
S 21182 6324
S 22656 17415
H 21532 21570
H 32250 25066
H 20714 4328
S 6532 1236
A 6983 26590
A 16715 25254
S 16838 25806
S 21332 4580
A 3475 17676
S 14028 1566
A 5338 5413
S 26872 5068
A 12513 12558
S 445 14492
S 29815 13744
A 404 1277
A 6497 17397
S 15165 27815
H 31747 13415
H 24612 31917
S 1656 1022
H 11091 21089
S 12390 26140
H 11593 15666
S 23927 32423
S 23884 3340
A 11961 27723
H 22160 2658
A 17910 25500
S 29200 27683
S 17004 19207
S 30678 31581
S 20588 225
H 23977 25274
H 4040 2546
H 16983 31774
H 787 3137
S 23569 22802
S 14885 283
A 13723 21177
S 26874 26102
A 10554 13440
S 22216 2211
S 22949 8405
S 32619 16536
S 18531 12671
S 13683 2613
H 26206 7531
S 7551 23114
H 26265 27666
S 2976 28500
H 1086 704
S 12798 13091
H 9354 12895
H 15355 15079
A 4669 27807
S 29563 27866
S 21394 32137
A 6658 30244
H 7417 8923
S 24240 16310
S 29183 11469
S 10917 30709
S 29479 3076
H 7958 12468
A 24288 29351
S 3889 24986
S 830 17512
H 15816 29944
S 7084 1414
A 12063 17370
H 28258 5453
S 12953 11897
A 2189 3958
A 17445 20864
H 31886 18540
A 13171 28135
S 7024 17517
S 21336 7235
H 24069 5040
A 9696 24050
S 27054 12177
H 19043 11533
S 26106 6447
S 5952 31571
S 28575 13319
S 6407 10128
S 10877 14184
S 15923 7987
H 6055 10199
A 722 17675
H 13736 9662
S 2980 7520
A 4350 24704
H 9507 12888
H 13322 6452
A 15633 19665
S 11978 24788
H 27997 7481
H 19540 28010
S 25974 19718
S 5584 18848
H 31594 31971
S 3137 3544
S 103 15533
S 9115 2681
H 11379 25035
H 5834 6985
S 9074 5522
S 31804 19807
A 18909 22704
A 2457 32650
S 27059 22988
A 20565 29593
S 6278 11496
S 32623 12722
S 30136 32293
S 31464 27729
A 5615 17472
S 28322 5060
S 9622 15817
A 21092 29037
S 25486 7212
A 12215 17859
S 21835 17202
A 18095 30957
S 3997 16646
S 30744 18981
S 19286 21074
S 14314 22287
H 19589 13862
H 8622 19165
S 11156 24578
S 13012 19544
A 12302 15808
S 29137 29842
S 3165 17067
S 32061 32001
S 25322 8154
S 370 28196
S 2527 26674
H 24606 19533
S 22714 24661
H 12934 10336
H 29626 15656
H 23141 22693
S 23104 8766
S 24245 513
H 28891 12593
S 10430 5172
H 32352 9179
S 11075 31722
S 13725 1204
H 24737 9156
S 28046 32703
S 11837 31138
S 10269 19397
H 27292 8151
S 3019 7896
H 20712 18960
H 3805 21071
S 26593 5129
H 21215 6587
S 7014 29815
H 9627 19845
H 20242 22693
A 5426 22743
H 21929 1459
S 13427 1674
A 8837 19531
S 16065 26118
A 10653 22965
S 1331 27230
S 12400 25902
H 935 2057
A 7484 12944
H 21246 11019
S 31672 25387
S 30665 13415
H 9700 980
S 4132 24080
S 20345 2217
S 19485 9006
A 248 28180
S 7743 17421
H 21302 27731
S 31243 17434
A 26707 31763
S 21649 9648
S 22758 4719
A 31397 32613
A 9234 18475
S 28828 29151
S 19589 20025
A 10574 10916
S 26003 17905
H 19715 2342
S 15072 23935
S 29545 6185
S 16994 371
A 25186 31392
S 31644 6781
S 6962 679
A 4195 15028
S 6117 29870
S 19080 24571
S 4700 22694
S 3904 6500
S 631 4749
H 23588 31651
H 23897 32443
S 2837 29924
H 16136 8793
H 14705 19111
H 30257 6590
H 25689 27769
H 13173 24555
S 28410 23699
H 26174 12695
S 10512 19406
H 3872 5003
S 23330 14447
H 5155 14151
S 11054 30639
S 32142 27162
S 10160 8216
S 525 14904
S 16461 24323
S 32579 23165
S 14999 28127
H 30765 22729
H 5778 11275
H 1245 17483
H 10762 26723
S 22388 14356
S 19164 12761
A 10350 13242
S 32703 10411
H 4241 3842
H 11311 21010
A 8479 30407
S 22402 28294
H 31528 4242
H 22623 22247
H 19714 28580
A 9470 32551
S 2387 16740
S 7679 32080
H 27958 20582
S 11462 27131
H 4957 1164
S 20364 11147
H 28737 11247
S 31914 20430
S 14269 27540
A 4052 29653
H 26281 2072
A 2077 28472
H 2896 5585
S 32685 9062
H 32212 23842
A 1679 16573
A 5595 10987
S 1235 19889
S 7457 11870
A 10859 29612
S 22207 15527
S 545 9180
H 326 10267
A 5485 20279
S 19966 7159
H 16628 125
H 29164 28368
S 32170 27724
S 17774 27971
S 27610 28567
S 28040 2954
H 17527 28448
S 22075 2040
H 19074 10963
A 8599 26491
S 14707 28165
H 26274 27985
H 20191 8706
S 29805 22899
S 15572 14980
S 7147 25189
H 24478 19411
A 230 11506
S 19701 26817
S 31911 31089
H 3018 15056
H 28205 174
S 19232 12560
S 16171 5735
H 5053 12958
H 12645 14003
S 920 2003
S 75 15030
A 14709 29513
H 20708 9832
H 17642 1942
A 9307 24155
S 22823 25053
H 23510 9664
H 4724 2412
S 13411 3111
S 14239 18602
S 14354 4002
S 15925 1931
S 29089 3922
H 23160 825
H 25148 29589
H 30167 9766
S 18755 4160
A 11810 31212
A 23215 31771
A 3833 32394
S 13925 6802
S 9249 27362
H 17724 19903
H 7873 2172
S 4168 5744
A 4347 24764
S 22983 2232
A 10401 15825
H 10965 22292
S 7654 11019
A 1888 21408
H 28777 21582
A 16209 20634
A 24413 28524
S 10689 22330
H 15245 10689
H 6496 262
S 21600 14186
A 23216 27094
A 3512 15967
H 17471 22678
S 16837 12250
S 10265 27012
A 11408 22880
S 13373 11593
H 4731 6330
H 16752 31352
H 30410 13272
S 10362 1455
S 2156 16895
A 16955 19396
S 23153 17880
A 16611 18163
H 19191 12347
A 20644 29591
A 4549 30323
H 1133 4645
S 3740 21917
S 11801 3288
H 13164 2551
S 21393 23756
H 20968 2862
A 14795 24191
H 24502 27797
S 775 4267
A 17994 23459
S 596 14119
A 6832 12719
S 6853 16082
A 18012 26168
A 19171 24759
A 6989 26525
A 12776 30010
S 9316 14045
S 7445 23240
S 7648 6550
S 15047 27575
H 2850 398
A 3344 32344
S 1318 7315
S 30078 23032
S 3285 19700
A 3040 30384
S 31380 24165
H 14622 20063
H 12727 25364
A 15250 25621
S 6626 4885
H 6989 1513
H 14721 31856
S 15516 30887
S 29655 23675
S 30743 19301
H 12891 11073
A 3623 15837
S 29782 18465
S 16038 321
A 12549 25333
H 13590 5833
A 16217 30633
S 16963 7830
S 5702 22507
S 20983 7917
S 6924 17820
H 19340 27509
S 3477 13165
A 23165 30983
S 5244 8486
S 26103 2162
A 12550 22510
S 28947 23374
S 7617 18894
S 9607 3441
H 32374 12676
H 18662 12965
A 14890 16057
S 24780 19376
A 2553 20135
S 25736 22217
H 743 32483
S 6944 32532
H 6531 15659
S 15048 3004
S 26171 8277
H 6943 31416
A 5589 26491
A 24015 31857
S 1314 17002
S 26982 7347
H 31915 28183
H 126 6840
A 5815 23505
H 13200 5417
S 16419 14671
H 30215 4203
S 8397 31959
S 20334 19604
H 16239 16193
S 1994 11736
A 1726 27911
H 23173 30035
H 17597 14864
S 15730 369
S 29045 2306
A 5235 12748
S 13414 19045
S 29519 1203
S 27194 28447
S 15782 3516
H 22870 16939
A 2644 23284
S 24410 11176
S 19998 32510
H 31419 4998
S 16916 22959
S 31472 25724
S 865 30365
S 9968 8211
A 9075 15257
S 7411 6887
A 20826 32384
H 24491 25702
S 1797 15242
H 17536 8128
A 19300 22118
S 4965 15297
S 21005 17479
H 29800 5572
H 3350 4254
H 4106 14353
H 12403 14036
S 24316 7730
A 297 22578
S 23265 18989
S 26148 29914
S 25880 2983
A 6023 22357
S 6589 13905
S 24466 20337
S 13421 14138
H 6501 5980
A 4312 31077
H 29778 12105
S 4371 21467
H 639 31487
S 15680 16184
S 20472 18969
S 5710 23528
H 15253 32492
S 25668 14659
H 7474 4424
A 29969 31390
H 32042 399
S 3871 1692
H 20259 17881
S 8973 26221
A 7711 22139
S 5030 13431
H 9473 23964
A 4533 31964
A 5310 26347
A 16276 27007
S 17393 9618
A 31134 31631
A 1692 2790
S 23562 11901
H 802 19872
H 4482 26420
A 12913 22511
A 11668 22527
H 17960 18807
S 18603 28790
S 447 8040
S 6078 4581
H 410 12994
H 11753 5621
A 2683 23662
H 21802 17403
S 17901 6289
S 4268 23954
S 4724 1916
S 8295 6978
S 27795 26629
S 4350 22623
S 26782 935
H 21534 22896
S 17231 23100
S 23762 6837
S 9097 7729
H 6270 31914
S 20955 4991
S 10379 662
H 31388 29395
S 18916 15236
A 5564 24490
S 11983 26692
A 6985 23444
S 1230 4409
A 14299 20579
S 17293 5409
S 30780 30237
S 770 22054
S 17288 32093
H 17996 7369
S 18542 4279
A 8332 13817
H 30659 5590
S 32693 29805
S 15434 165
S 19089 27014
H 26987 21679
S 13923 25714
S 6836 14375
H 499 12872
A 14259 24004
S 1770 12362
S 18450 8701
H 3009 9625
S 12802 27980
S 19237 4241
S 28998 4212
S 19844 29075
S 24465 12554
S 7363 23402
S 22250 19374
S 17236 21912
H 23883 7860
S 16148 30492
A 13514 19249
S 26055 8343
H 11744 29603
S 31759 29415
H 423 26290
S 16671 7040
H 22571 18876
S 16551 25132
H 809 2595
H 10671 7172
S 28613 28062
H 1104 21948
S 29220 14586
A 14734 15249
A 25100 25578
H 18379 3967
S 11022 27843
S 895 28301
S 12427 15516
S 14137 19529
S 9920 6888
A 10015 30673
H 19891 18336
H 15199 16376
H 14188 28094
H 12880 29800
A 5460 31006
A 1589 8146
A 17886 31955
H 31716 31624
S 13846 28745
A 22301 26293
S 2807 4215
H 25485 3793
H 8081 21777
A 16894 28642
A 358 15496
S 8964 22212
S 26760 24875
H 16150 2710
A 2984 24194
S 7287 26501
S 9882 25392
S 28048 1114
H 2625 19142
S 21048 2516
S 17120 30783
S 31036 8626
S 24123 13609
S 29604 17481
S 11538 25253
S 12484 24533
A 5087 8383
S 11088 8399
S 11483 1488
H 28376 17635
S 12722 25320
S 6778 27235
H 28024 13173
S 12473 19524
S 26546 1436
S 11694 24333
S 8087 13824
A 21515 23871
A 5363 6865
S 14006 4637
S 19821 17468
S 2012 10205
S 2226 9207
H 30664 31402
H 15640 19010
S 15599 1024
S 32674 5293
H 3050 27207
S 32056 13222
H 8525 11966
A 26329 28512
H 22696 26632
S 30664 8928
H 29454 515
H 4850 21808
H 29944 11188
H 10049 16888
H 13923 614
S 8871 23003
S 12653 13643
H 18929 6261
S 6887 24394
S 24528 20682
S 11674 15546
S 12184 4742
H 7207 16696
A 22879 24733
A 9929 30173
S 32067 9585
S 10607 635
S 25874 13948
H 27612 25781
S 877 15676
S 24790 11773
S 11459 15703
H 8835 15850
H 595 24474
S 10635 24673
S 16593 26492
S 18847 3971
S 30871 12312
H 14689 26465
H 28197 21538
S 9460 11747
H 22552 16775
A 15209 20888
S 27626 17586
S 32278 8454
S 15632 24748
S 16110 12147
S 27215 24724
S 26253 3581
S 878 17445
S 26854 29476
H 1406 19516
S 26441 22695
A 19870 22133
H 31830 17191
S 22743 24437
S 18765 31153
S 5781 18485
H 32055 25545
S 11889 1772
H 25495 17616
H 12680 20522
A 16854 19367
A 1746 7423
H 6733 6972
H 18608 20426
H 26690 21938
H 29932 17863
S 31534 18031
A 15772 16816
S 930 9402
A 2651 6754
S 9015 30494
S 7496 1997
A 9524 31964
S 20445 12165
H 22931 9336
S 12406 22745
S 30013 18036
S 1553 17218
A 3016 18333
H 7113 8571
H 30251 2154
S 10868 7702
S 5919 12129
H 7431 5078
S 14624 31369
S 31896 29494
A 2899 26689
S 5890 31715
A 16928 22971
H 32677 19481
S 21117 29861
H 27575 8477
S 19753 13534
A 13333 19272
S 27199 20824
S 1192 7530
S 20588 15850
S 1451 21093
A 580 6703
S 9594 21836
S 490 16706
H 10676 22393
A 9073 21382
H 25810 32073
S 29240 6485
S 27010 30083
S 9737 14912
H 26475 22680
H 14375 2787
S 5412 1085
A 17123 30262
S 14715 7436
H 21519 19219
S 6762 17199
S 24754 13856
S 25160 10308
A 28251 29653
S 31768 25593
H 30450 838
S 3589 29203
S 15701 633
H 9576 32732
S 16680 14958
A 26669 27121
S 7730 15504
S 21958 17546
H 12656 25334
A 3762 7955
A 5890 11616
S 8390 25647
S 29755 14906
H 5358 1088
A 27151 31600
S 15977 5311
S 18939 22165
S 12331 32148
S 12541 1996
H 10128 10882
A 22031 27287
S 27624 8704
S 6789 9269
S 15040 6620
S 3824 9351
S 26364 30578
S 2026 2840
S 25880 27744
H 15260 26139
S 10541 25090
S 27616 8067
S 2959 29975
H 10818 20598
H 28436 12382
H 6747 11724
A 12401 20493
A 3119 24674
S 2095 29042
S 11163 29282
A 4379 31005
H 8953 5838
H 9031 32604
H 15992 754
A 1533 14325
H 10985 27018
H 9476 27534
S 9706 30141
S 16048 20364
H 11949 30784
H 25805 14404
A 19931 25400
A 5722 15553
A 12349 16822
S 27621 2857
H 25391 7653
S 7709 28280
S 21261 21826
S 4803 17732
S 2836 15472
S 24118 32385
H 29556 15500
A 6321 11304
S 13703 21005
A 24041 25397
S 22364 6539
S 4519 4187
S 22310 28944
H 30072 7812
S 25643 13497
S 18025 7429
A 5692 21453
S 3918 19801
S 1520 30616
H 25310 15581
S 14090 18353
H 241 30375
S 13265 3946
S 3763 16464
A 13985 21330
S 9411 31032
A 13356 15796
S 19504 12531
H 10537 27282
S 8140 13541
S 20268 20435
S 14682 32299
S 3325 26473
S 27252 24681
A 458 21413
S 3913 28442
A 19172 30484
S 7548 4714
S 10195 15018
H 31690 1484
S 807 17384
H 16194 18885
S 17495 27707
H 12599 16290
H 19982 7485
H 3381 281
S 19891 2475
H 18582 24318
S 13037 16968
S 32149 6549
H 13679 21517
S 20976 10799
A 15983 20280
H 30064 10501
S 22668 12052
H 12020 19358
S 17441 10387
S 28377 30490
H 18217 31247
H 5068 16185
H 5953 209
H 2921 13817
S 8563 10536
H 19005 31007
S 18119 21561
H 20219 16903
H 13777 6872
H 4869 12685
S 10420 30459
H 32418 29939
S 19536 26029
S 16752 520
H 16538 4495
H 24558 22531
H 19275 6720
S 27964 16331
H 19819 10060
S 21600 16803
S 8543 13680
S 22191 16243
S 2694 844
A 3370 10794
S 8334 16099
S 22773 28136
H 28670 10110
A 17391 21291
S 14001 20414
H 1726 27278
H 32301 6667
S 7978 8843
S 12067 32163
S 19736 3757
H 24697 11502
S 32336 32112
H 27050 26091
S 14473 3612
H 29540 7118
H 32491 22954
S 12968 21797
S 14448 7476
A 7198 31194
S 8545 9971
S 10371 18126
H 31900 18419
A 3510 15224
H 2418 7165
H 23121 14672
H 18733 26223
A 6037 10293
S 27569 24059
H 3015 4672
H 23723 23166
S 23006 16464
S 29508 16240
S 19043 3796
A 675 17508
A 636 23313
A 7131 8764
A 16344 31906
S 15114 3642
A 15183 15747
H 15341 18659
S 28090 13983
S 28044 7911
H 16682 6624
H 15162 8992
S 15978 8790
S 16948 25403
H 10670 22944
S 12668 25001
S 5954 10599
S 32257 5799
S 1967 27253
S 26991 23876
S 22532 27459
S 25670 4774
S 15956 9755
S 1028 7434
A 8997 29568
S 11395 23845
H 25315 23791
S 14304 2041
A 3460 32339
S 27267 24630
A 1741 4558
H 26907 3519
H 18952 24214
S 17590 14069
S 766 13865
A 5430 21189
A 14746 17655
A 5327 15289
S 26975 10608
S 20316 11130
S 3846 24763
A 17279 20129
H 27052 5792
H 18653 29410
S 2634 32416
A 12947 18742
A 3366 13435
S 8679 2142
S 17592 21592
A 17969 22143
H 3979 2551
S 32390 188
S 19052 25669
S 21349 12600
H 23116 6641
S 7133 22145
S 11504 30070
S 25269 8582
H 22958 9843
S 24998 9589
S 31533 23522
S 13358 5299
H 22318 18490
S 11239 15727
H 19093 3299
S 28258 11640
H 24350 15486
S 18677 6242
S 15758 15349
H 262 3108
A 10805 22605
A 26542 32680
A 13088 31662
S 11727 9229
A 5670 32342
H 29170 27789
S 3042 7936
H 21385 19004
A 4772 6617
S 3938 28703
A 12321 22190
S 22392 26963
S 17093 18077
S 19548 11828
S 17234 18188
A 1729 18674
S 7541 17266
H 8502 14267
A 4603 12474
H 6972 1321
A 2488 6734
S 21945 20550
A 4387 32091
H 4517 20494
S 726 23056
H 31968 27352
S 2848 15473
H 14817 23747
H 23241 13171
H 1233 27115
S 14668 30931
S 4263 11410
H 21416 10384
S 5915 28356
H 3615 19250
H 11405 15402
S 6018 12137
S 17713 17403
A 11184 21962
H 2850 3150
H 30465 18224
H 15655 12101
S 25237 29987
A 12219 23629
S 18103 4190
S 683 13955
A 11473 23118
S 26596 2649
S 30633 13077
S 26693 9232
S 15605 7788
H 27024 11686
A 12215 14107
S 17618 22086
S 4260 2127
H 32479 32350
S 8606 30151
S 8510 9809
A 21498 24259
H 938 3950
H 21847 23807
H 23169 29240
S 28268 5835
H 30889 24091
S 28562 23729
S 29659 5672
A 22270 26652
S 20564 23406
S 16774 7522
A 5459 24834
S 20123 20711
S 15867 28386
S 18537 16548
S 29292 20519
S 31021 14446
S 25384 24144
A 13495 31539
S 5417 7811
S 31481 13002
H 30516 18201
S 3262 23891
S 18756 29399
A 1153 9145
S 17704 5269
H 13933 25960
H 9130 14667
S 1442 12191
H 7125 8124
S 29789 14550
A 25145 29747
H 11413 32309
H 3126 25618
S 8736 7962
H 8124 4128
S 29319 13588
H 4613 30167
S 15305 6953
H 6182 1834
S 7470 27338
S 667 9583
A 16136 31931
S 30990 24443
H 12524 16093
H 24076 31759
A 5548 8629
A 20767 31339
H 9472 27974
H 24195 32169
S 6686 16147
S 15248 7946
S 25834 31281
A 23576 25050
S 13453 6819
H 8298 28522
H 19230 29170
H 2428 1935
A 4763 7106
S 10999 12078
S 237 31049
S 11391 18494
S 28653 9398
S 3337 19670
S 28591 10714
H 30717 19782
A 958 2171
S 28220 22140
S 12084 30438
H 22962 23775
S 10790 28272
S 8757 18211
H 7533 5711
A 4315 4551
S 15737 5972
S 19228 3902
A 2902 10698
A 333 20973
A 14785 20926
A 9307 9347
S 11046 9317
H 9427 27230
A 14327 30788
H 29079 9457
H 11193 10300
S 14029 31855
S 31470 10110
S 19950 22815
H 11581 22647
A 10283 30214
S 14847 26558
S 22387 8647
S 31515 23431
S 6356 8190
S 15652 7902
H 29414 7314
S 14120 2465
S 20342 4515
S 17346 14560
A 3108 9144
S 25100 889
S 28841 4170
A 17661 24704
H 13374 20330
S 27889 11587
H 11403 27661
H 27672 19773
H 10803 29731
H 16496 18918
S 25013 8853
S 23386 1115
H 17267 12460
A 12930 25784
S 28819 21767
S 17536 26071
S 30454 20752
S 14079 26149
H 10501 28469
S 8121 9307
H 13834 25423
A 22573 28104
S 11835 27649
A 595 3823
S 27092 12014
S 16582 20624
H 27853 25364
S 14555 28871
S 26889 17342
S 9752 5186
H 32537 19391
S 843 4219
H 25064 11248
S 7334 1541
S 7137 8497
A 14513 29000
A 3417 29818
H 9171 18271
H 27428 21466
S 25839 11196
S 30989 17922
S 1746 23401
A 13342 23868
H 30049 12529
S 12013 20466
H 16076 12373
H 24633 16957
A 26668 27818
S 20325 30783
A 16979 24866
A 3964 3970
S 5829 5555
H 16629 13650
A 11166 28166
A 7338 14742
H 26564 18553
S 26324 10362
S 29317 22171
H 22625 24982
A 18408 29673
S 18600 5812
S 29592 1141
S 22367 27188
A 132 27247
A 3716 25784
S 17562 11715
S 17491 13482
A 10699 16527
A 3362 25158
S 28202 16475
S 17950 15557
H 30807 8649
A 24161 28850
A 7820 26900
A 24736 30171
S 2733 24315
H 16896 20653
S 14973 31382
A 2711 30269
H 16542 5225
A 9046 17052
S 23885 19053
S 25895 19566
A 2027 25598
H 23271 27264
S 9441 20399
H 908 22461
H 3797 15146
S 5930 5188
S 1265 28642
H 12169 32670
A 13096 13754
S 28413 24010
S 27326 22770
A 3264 12186
H 4229 8950
H 21316 6483
A 4992 11753
H 30455 975
S 14836 2300
S 11372 9098
H 3087 14320
A 6896 28262
S 27305 16987
A 5132 17638
A 17871 22405
A 5684 20874
S 14868 4595
A 23524 30005
H 27872 12797
S 6424 23214
S 7983 18699
A 3884 23635
A 22333 27526
A 10514 18689
H 20227 23475
S 29720 4657
H 18133 23476
S 23448 3794
S 17020 32604
A 1934 11300
S 16545 8860
S 27197 13636
S 28526 12212
S 15678 21849
A 21617 27301
A 12935 14259
S 231 13767
H 7648 24731
S 5873 15792
H 25796 23480
A 3411 6838
S 1170 6781
S 20888 4564
H 11027 1109
H 29755 17515
A 1000 23382
S 20378 20109
S 14912 22257
H 22128 12622
S 24529 29665
S 32527 15171
A 4930 13081
S 18743 6793
S 27714 11418
S 9365 16586
S 32255 15493
S 31717 11595
A 192 12220
S 12795 5478
H 30000 1922
S 13583 24071
S 2231 24050
S 16941 30977
A 3742 9331
H 21908 3919
A 6309 11705
S 26210 32170
H 21681 23957
S 15083 6895
A 1382 8208
A 6225 12420
S 25266 7547
S 3246 6473
H 19402 1143
H 9951 30144
A 7166 28203
S 16741 752
H 5224 18462
S 3341 20445
S 7670 14575
S 26263 2183
S 13567 30474
A 11809 16158
H 4914 26736
S 30734 15578
S 1569 8312
H 5138 17484
H 27420 12767
S 21097 27965
H 30999 14970
H 22633 1659
H 26572 23396
S 3304 17444
H 12127 19334
S 31278 329
S 7718 11206
H 18034 4611
H 27240 2881
S 25871 8021
A 17458 28507
S 12778 22632
H 20364 1677
A 5585 32002
S 27067 15922
S 28083 29525
H 15438 4816
S 2044 20333
A 28543 30506
S 29313 31971
S 9940 7302
H 22721 11179
S 3747 26182
S 9570 18196
H 18086 7433
S 19246 10823
S 11104 9035
A 2039 22795
S 424 17310
S 6549 8955
A 6990 18489
S 19047 5122
A 7619 22869
S 16441 31917
H 12005 30736
S 25692 17067
H 21565 19128
S 11578 19884
S 15180 16595
H 22240 22855
H 8129 1611
S 451 18475
H 19117 31346
S 19772 6183
H 26124 5863
S 20593 12029
S 5844 18165
S 20383 17905
H 5204 27359
S 1285 20114
A 8169 10766
A 7141 21819
H 3410 28919
S 24909 13873
H 16960 7439
H 424 109
S 1023 30771
A 11639 15183
H 21062 24643
S 3464 30680
S 31376 8932
S 26807 8719
H 15757 21162
S 4022 32273
A 8626 14575
H 899 2482
S 10739 7966
A 3731 18886
S 5129 25951
A 29676 29794
A 990 5598
H 20406 27284
S 10727 11053
A 19170 27542
S 4250 25969
S 26681 10279
A 7502 24905
A 15867 30072
S 11000 21722
A 8082 30792
S 5654 9725
H 16916 26342
A 1571 27394
S 17898 21233
S 1690 26954
S 10569 18341
H 4804 12129
S 7747 11275
S 24640 3811
S 30619 15716
S 25177 28655
S 10971 11380
S 20623 32545
S 2319 2752
S 9426 14410
S 559 27619
A 22119 24406
H 20573 836
S 7277 26151
S 16253 212
S 20348 22868
H 15065 4003
S 9171 1790
S 11723 12129
A 31296 32273
S 26017 15923
S 8818 27376
S 21048 31325
